id,snapshot_date,snapshot_batch,source_table,recorded_at,security,total_bid,total_ask,diff_percent,ppl_dominance,total_bid_splits,total_ask_splits,top_bid_qty,top_bid_price,current_bid_price,created_at
1162,2025-11-17,04,bid_vs_ask_2025_11_17_04,"2025-11-17 12:22:04",NHL.N0000,545598,450240,17.4777,21.74,42,27,306010,10,10.9,"2026-01-04 01:43:55"
1163,2025-11-17,04,bid_vs_ask_2025_11_17_04,"2025-11-17 12:22:04",BRR.N0000,75028,63675,15.1317,20,24,16,5030,21.8,22.1,"2026-01-04 01:43:55"
1164,2025-11-17,04,bid_vs_ask_2025_11_17_04,"2025-11-17 12:22:04",SIL.N0000,1980,1747,11.7677,-3.03,16,17,900,374,376,"2026-01-04 01:43:55"
1165,2025-11-17,04,bid_vs_ask_2025_11_17_04,"2025-11-17 12:22:04",COMD.N0000,11220,9912,11.6578,10.34,16,13,2207,264,273,"2026-01-04 01:43:55"
1166,2025-11-17,04,bid_vs_ask_2025_11_17_04,"2025-11-17 12:22:04",PARA.N0000,1990,1780,10.5528,0,13,13,1000,125,151,"2026-01-04 01:43:55"
1167,2025-11-17,04,bid_vs_ask_2025_11_17_04,"2025-11-17 12:22:04",COOP.N0000,7606734,6951675,8.6116,22.29,192,122,3292432,4.6,4.8,"2026-01-04 01:43:55"
1168,2025-11-17,04,bid_vs_ask_2025_11_17_04,"2025-11-17 12:22:04",TJL.N0000,339531,314648,7.3286,79.31,130,15,190300,37.5,38.4,"2026-01-04 01:43:55"
1169,2025-11-17,04,bid_vs_ask_2025_11_17_04,"2025-11-17 12:22:04",ASHO.N0000,2137,1983,7.2064,4.35,12,11,200,3800,3940,"2026-01-04 01:43:55"
1170,2025-11-17,04,bid_vs_ask_2025_11_17_04,"2025-11-17 12:22:04",VFIN.N0000,111191,104021,6.4484,57.78,71,19,15865,110,112.25,"2026-01-04 01:43:55"
1171,2025-11-17,04,bid_vs_ask_2025_11_17_04,"2025-11-17 12:22:04",CIC.X0000,1073833,1006194,6.2988,25.35,89,53,564376,27,27.1,"2026-01-04 01:43:55"
1172,2025-11-17,04,bid_vs_ask_2025_11_17_04,"2025-11-17 12:22:04",HAPU.N0000,11795,11149,5.4769,8.11,20,17,5150,65,68,"2026-01-04 01:43:55"
1173,2025-11-17,04,bid_vs_ask_2025_11_17_04,"2025-11-17 12:22:04",HDFC.N0000,825117,786507,4.6793,-11.11,24,30,58702,70,71,"2026-01-04 01:43:55"
1174,2025-11-17,04,bid_vs_ask_2025_11_17_04,"2025-11-17 12:22:04",SHL.N0000,1070699,1040425,2.8275,31.94,95,49,397228,6.5,6.8,"2026-01-04 01:43:55"
1175,2025-11-17,04,bid_vs_ask_2025_11_17_04,"2025-11-17 12:22:04",RGEM.N0000,10745,10632,1.0517,-20,16,24,2076,104,106,"2026-01-04 01:43:55"
1176,2025-11-17,04,bid_vs_ask_2025_11_17_04,"2025-11-17 12:22:04",SDB.N0000,383224,380624,0.6785,-43.48,26,66,54623,64,64.6,"2026-01-04 01:43:55"
1177,2025-11-17,04,bid_vs_ask_2025_11_17_04,"2025-11-17 12:22:04",PLR.N0000,1769990,1766991,0.1694,-24.14,33,54,21705,31.5,32.6,"2026-01-04 01:43:55"
1178,2025-11-17,05,bid_vs_ask_2025_11_17_05,"2025-11-17 12:23:08",NTB.X0000,4838,349,92.7863,13.04,13,10,2001,365,368.75,"2026-01-04 01:43:55"
1179,2025-11-17,05,bid_vs_ask_2025_11_17_05,"2025-11-17 12:23:08",AGST.X0000,108135,32494,69.9505,-6.25,15,17,50500,11.5,12.7,"2026-01-04 01:43:55"
1180,2025-11-17,05,bid_vs_ask_2025_11_17_05,"2025-11-17 12:23:08",RFL.N0000,23263,8119,65.0991,5.88,18,16,12200,43.9,45.3,"2026-01-04 01:43:55"
1181,2025-11-17,05,bid_vs_ask_2025_11_17_05,"2025-11-17 12:23:08",FCT.N0000,597373,211599,64.5784,50.67,113,37,97436,30.8,31.1,"2026-01-04 01:43:55"
1182,2025-11-17,05,bid_vs_ask_2025_11_17_05,"2025-11-17 12:23:08",AMF.N0000,492119,221262,55.0389,16.36,32,23,10980,73,73.2,"2026-01-04 01:43:55"
1183,2025-11-17,05,bid_vs_ask_2025_11_17_05,"2025-11-17 12:23:08",OFEQ.N0000,1300,596,54.1538,-4,12,13,1000,250,260,"2026-01-04 01:43:55"
1184,2025-11-17,05,bid_vs_ask_2025_11_17_05,"2025-11-17 12:23:08",NTB.N0000,170297,79152,53.5212,6.12,26,23,20300,307,308,"2026-01-04 01:43:55"
1185,2025-11-17,05,bid_vs_ask_2025_11_17_05,"2025-11-17 12:23:08",AFSL.N0000,81645,40462,50.4415,-3.7,13,14,4000,81.2,85,"2026-01-04 01:43:55"
1186,2025-11-17,05,bid_vs_ask_2025_11_17_05,"2025-11-17 12:23:08",HASU.N0000,91257,45277,50.3852,2.04,25,24,11103,114,115.25,"2026-01-04 01:43:55"
1187,2025-11-17,05,bid_vs_ask_2025_11_17_05,"2025-11-17 12:23:08",MERC.N0000,848,427,49.6462,-4,12,13,52,8100,8172,"2026-01-04 01:43:55"
1188,2025-11-17,05,bid_vs_ask_2025_11_17_05,"2025-11-17 12:23:08",CWM.N0000,9170,4679,48.9749,11.11,20,16,2005,126,130.25,"2026-01-04 01:43:55"
1189,2025-11-17,05,bid_vs_ask_2025_11_17_05,"2025-11-17 12:23:08",KAHA.N0000,69065,37828,45.2284,33.33,30,15,27700,21,22.2,"2026-01-04 01:43:55"
1190,2025-11-17,05,bid_vs_ask_2025_11_17_05,"2025-11-17 12:23:08",LOLC.N0000,75027,41404,44.8145,37.66,53,24,18088,555,555.25,"2026-01-04 01:43:55"
1191,2025-11-17,05,bid_vs_ask_2025_11_17_05,"2025-11-17 12:23:08",UAL.N0000,71139,40482,43.0945,31.43,23,12,50500,80.1,82.4,"2026-01-04 01:43:55"
1192,2025-11-17,05,bid_vs_ask_2025_11_17_05,"2025-11-17 12:23:08",PKME.N0000,138396,80511,41.8256,23.81,52,32,61918,155.5,157,"2026-01-04 01:43:55"
1193,2025-11-17,05,bid_vs_ask_2025_11_17_05,"2025-11-17 12:23:08",TRAN.N0000,35156,20855,40.6787,17.24,17,12,25000,54,60.4,"2026-01-04 01:43:55"
1194,2025-11-17,05,bid_vs_ask_2025_11_17_05,"2025-11-17 12:23:08",AAF.N0000,259042,163349,36.9411,22.81,35,22,52540,55,56.3,"2026-01-04 01:43:55"
1195,2025-11-17,05,bid_vs_ask_2025_11_17_05,"2025-11-17 12:23:08",CARE.N0000,72535,47516,34.4923,16.67,21,15,66111,55,58.5,"2026-01-04 01:43:55"
1196,2025-11-17,05,bid_vs_ask_2025_11_17_05,"2025-11-17 12:23:08",CALH.N0000,1201210,803151,33.1382,45.95,162,60,273132,16.1,16.8,"2026-01-04 01:43:55"
1197,2025-11-17,05,bid_vs_ask_2025_11_17_05,"2025-11-17 12:23:08",AINS.N0000,19313,13485,30.1766,-14.29,12,16,16500,37.5,37.7,"2026-01-04 01:43:55"
1198,2025-11-17,05,bid_vs_ask_2025_11_17_05,"2025-11-17 12:23:08",RHL.N0000,216083,153238,29.0837,-9.8,23,28,4020,44.1,45.2,"2026-01-04 01:43:55"
1199,2025-11-17,05,bid_vs_ask_2025_11_17_05,"2025-11-17 12:23:08",UCAR.N0000,706,507,28.187,0,13,13,72,1405.5,1420,"2026-01-04 01:43:55"
1200,2025-11-17,05,bid_vs_ask_2025_11_17_05,"2025-11-17 12:23:08",OSEA.N0000,341336,256720,24.7897,57.45,74,20,210333,40.5,40.8,"2026-01-04 01:43:55"
1201,2025-11-17,05,bid_vs_ask_2025_11_17_05,"2025-11-17 12:23:08",AHUN.N0000,113175,91806,18.8814,70.73,70,12,93830,119,119.5,"2026-01-04 01:43:55"
1202,2025-11-17,05,bid_vs_ask_2025_11_17_05,"2025-11-17 12:23:08",SAMP.N0000,458322,373338,18.5424,82.38,414,40,110895,145,146.75,"2026-01-04 01:43:55"
1203,2025-11-17,05,bid_vs_ask_2025_11_17_05,"2025-11-17 12:23:08",NHL.N0000,545598,450240,17.4777,21.74,42,27,306010,10,10.9,"2026-01-04 01:43:55"
1204,2025-11-17,05,bid_vs_ask_2025_11_17_05,"2025-11-17 12:23:08",BRR.N0000,75028,63675,15.1317,20,24,16,5030,21.8,22.1,"2026-01-04 01:43:55"
1205,2025-11-17,05,bid_vs_ask_2025_11_17_05,"2025-11-17 12:23:08",SIL.N0000,1980,1747,11.7677,-3.03,16,17,900,374,376,"2026-01-04 01:43:55"
1206,2025-11-17,05,bid_vs_ask_2025_11_17_05,"2025-11-17 12:23:08",COMD.N0000,11220,9912,11.6578,10.34,16,13,2207,264,273,"2026-01-04 01:43:55"
1207,2025-11-17,05,bid_vs_ask_2025_11_17_05,"2025-11-17 12:23:08",PARA.N0000,1990,1780,10.5528,0,13,13,1000,125,151,"2026-01-04 01:43:55"
1208,2025-11-17,05,bid_vs_ask_2025_11_17_05,"2025-11-17 12:23:08",COOP.N0000,7606734,6951675,8.6116,22.29,192,122,3292432,4.6,4.8,"2026-01-04 01:43:55"
1209,2025-11-17,05,bid_vs_ask_2025_11_17_05,"2025-11-17 12:23:08",TJL.N0000,339531,314648,7.3286,79.31,130,15,190300,37.5,38.4,"2026-01-04 01:43:55"
1210,2025-11-17,05,bid_vs_ask_2025_11_17_05,"2025-11-17 12:23:08",ASHO.N0000,2137,1983,7.2064,4.35,12,11,200,3800,3940,"2026-01-04 01:43:55"
1211,2025-11-17,05,bid_vs_ask_2025_11_17_05,"2025-11-17 12:23:08",VFIN.N0000,111191,104021,6.4484,57.78,71,19,15865,110,112.25,"2026-01-04 01:43:55"
1212,2025-11-17,05,bid_vs_ask_2025_11_17_05,"2025-11-17 12:23:08",CIC.X0000,1073833,1006194,6.2988,25.35,89,53,564376,27,27.1,"2026-01-04 01:43:55"
1213,2025-11-17,05,bid_vs_ask_2025_11_17_05,"2025-11-17 12:23:08",HAPU.N0000,11795,11149,5.4769,8.11,20,17,5150,65,68,"2026-01-04 01:43:55"
1214,2025-11-17,05,bid_vs_ask_2025_11_17_05,"2025-11-17 12:23:08",HDFC.N0000,825117,786507,4.6793,-11.11,24,30,58702,70,71,"2026-01-04 01:43:55"
1215,2025-11-17,05,bid_vs_ask_2025_11_17_05,"2025-11-17 12:23:08",SHL.N0000,1070699,1040425,2.8275,31.94,95,49,397228,6.5,6.8,"2026-01-04 01:43:55"
1216,2025-11-17,05,bid_vs_ask_2025_11_17_05,"2025-11-17 12:23:08",RGEM.N0000,10745,10632,1.0517,-20,16,24,2076,104,106,"2026-01-04 01:43:55"
1217,2025-11-17,05,bid_vs_ask_2025_11_17_05,"2025-11-17 12:23:08",SDB.N0000,383224,380624,0.6785,-43.48,26,66,54623,64,64.6,"2026-01-04 01:43:55"
1218,2025-11-17,05,bid_vs_ask_2025_11_17_05,"2025-11-17 12:23:08",PLR.N0000,1769990,1766991,0.1694,-24.14,33,54,21705,31.5,32.6,"2026-01-04 01:43:55"
1219,2025-11-19,01,bid_vs_ask_2025_11_19_01,"2025-11-19 10:19:34",PARQ.N0000,600015,81060,86.4903,52.94,39,12,500250,80,85.1,"2026-01-04 01:43:55"
1220,2025-11-19,01,bid_vs_ask_2025_11_19_01,"2025-11-19 10:19:34",HASU.N0000,79403,18513,76.6848,-5.56,17,19,2708,114,114,"2026-01-04 01:43:55"
1221,2025-11-19,01,bid_vs_ask_2025_11_19_01,"2025-11-19 10:19:34",TJL.N0000,387965,111961,71.1415,69.35,105,19,197173,37.5,37.9,"2026-01-04 01:43:55"
1222,2025-11-19,01,bid_vs_ask_2025_11_19_01,"2025-11-19 10:19:34",DIAL.N0000,741021,230818,68.8514,48.51,75,26,689308,30,30.2,"2026-01-04 01:43:55"
1223,2025-11-19,01,bid_vs_ask_2025_11_19_01,"2025-11-19 10:19:34",PARA.N0000,1463,515,64.7984,7.69,14,12,1000,125,151,"2026-01-04 01:43:55"
1224,2025-11-19,01,bid_vs_ask_2025_11_19_01,"2025-11-19 10:19:34",MERC.N0000,670,244,63.5821,21.43,17,11,11,8058.5,8100.25,"2026-01-04 01:43:55"
1225,2025-11-19,01,bid_vs_ask_2025_11_19_01,"2025-11-19 10:19:34",NHL.N0000,552874,211683,61.7123,28.81,38,21,308522,10,10.7,"2026-01-04 01:43:55"
1226,2025-11-19,01,bid_vs_ask_2025_11_19_01,"2025-11-19 10:19:34",FCT.N0000,488387,213874,56.2081,61.67,97,23,90768,30.8,31.1,"2026-01-04 01:43:55"
1227,2025-11-19,01,bid_vs_ask_2025_11_19_01,"2025-11-19 10:19:34",CPRT.N0000,426,216,49.2958,20,12,8,145,533,542,"2026-01-04 01:43:55"
1228,2025-11-19,01,bid_vs_ask_2025_11_19_01,"2025-11-19 10:19:34",LOLC.N0000,61209,31636,48.3148,53.85,50,15,31018,545,550,"2026-01-04 01:43:55"
1229,2025-11-19,01,bid_vs_ask_2025_11_19_01,"2025-11-19 10:19:34",CWM.N0000,18019,9651,46.4399,-18.92,15,22,10000,127,131,"2026-01-04 01:43:55"
1230,2025-11-19,01,bid_vs_ask_2025_11_19_01,"2025-11-19 10:19:34",HBS.N0000,1936782,1110305,42.6727,32.11,72,37,375278,16.5,16.8,"2026-01-04 01:43:55"
1231,2025-11-19,01,bid_vs_ask_2025_11_19_01,"2025-11-19 10:19:34",HPL.N0000,67913,39132,42.3792,48.39,46,16,22741,28,29,"2026-01-04 01:43:55"
1232,2025-11-19,01,bid_vs_ask_2025_11_19_01,"2025-11-19 10:19:34",SAMP.N0000,494867,295640,40.2587,78.53,341,41,207264,146,146.5,"2026-01-04 01:43:55"
1233,2025-11-19,01,bid_vs_ask_2025_11_19_01,"2025-11-19 10:19:34",AFSL.N0000,66118,40008,39.49,13.04,13,10,25050,71,79,"2026-01-04 01:43:55"
1234,2025-11-19,01,bid_vs_ask_2025_11_19_01,"2025-11-19 10:19:34",AGST.X0000,68444,42564,37.8119,13.51,21,16,50900,11,12.1,"2026-01-04 01:43:55"
1235,2025-11-19,01,bid_vs_ask_2025_11_19_01,"2025-11-19 10:19:34",KAHA.N0000,47400,30258,36.1646,31.58,25,13,25000,21.1,22.3,"2026-01-04 01:43:55"
1236,2025-11-19,01,bid_vs_ask_2025_11_19_01,"2025-11-19 10:19:34",HARI.N0000,163,106,34.9693,7.69,14,12,20,6096.5,6760,"2026-01-04 01:43:55"
1237,2025-11-19,01,bid_vs_ask_2025_11_19_01,"2025-11-19 10:19:34",JFP.N0000,13533625,8803451,34.9513,-46.03,343,928,455064,14.5,15.3,"2026-01-04 01:43:55"
1238,2025-11-19,01,bid_vs_ask_2025_11_19_01,"2025-11-19 10:19:34",KVAL.N0000,59532,38891,34.6721,47.83,34,12,26371,93,94.5,"2026-01-04 01:43:55"
1239,2025-11-19,01,bid_vs_ask_2025_11_19_01,"2025-11-19 10:19:34",ASIR.N0000,98588,65487,33.5751,15,23,17,5992,31.3,32,"2026-01-04 01:43:55"
1240,2025-11-19,01,bid_vs_ask_2025_11_19_01,"2025-11-19 10:19:34",EML.N0000,957700,639765,33.1978,-5.45,52,58,500000,4.3,4.8,"2026-01-04 01:43:55"
1241,2025-11-19,01,bid_vs_ask_2025_11_19_01,"2025-11-19 10:19:34",CTBL.N0000,544150,363699,33.162,-19.19,40,59,129105,9,9.5,"2026-01-04 01:43:55"
1242,2025-11-19,01,bid_vs_ask_2025_11_19_01,"2025-11-19 10:19:34",ASPH.N0000,136099476,99234328,27.0869,-0.63,393,398,123310277,0.4,0.4,"2026-01-04 01:43:55"
1243,2025-11-19,01,bid_vs_ask_2025_11_19_01,"2025-11-19 10:19:34",VFIN.N0000,76972,57375,25.4599,49.09,41,14,15200,109.25,109.75,"2026-01-04 01:43:55"
1244,2025-11-19,01,bid_vs_ask_2025_11_19_01,"2025-11-19 10:19:34",AMF.N0000,465355,354871,23.7419,-15,17,23,14500,73,73.5,"2026-01-04 01:43:55"
1245,2025-11-19,01,bid_vs_ask_2025_11_19_01,"2025-11-19 10:19:34",ASHO.N0000,1734,1331,23.2411,11.11,15,12,140,3750,3751,"2026-01-04 01:43:55"
1246,2025-11-19,01,bid_vs_ask_2025_11_19_01,"2025-11-19 10:19:34",COMD.N0000,8581,6664,22.3401,-8.33,11,13,500,260.25,274,"2026-01-04 01:43:55"
1247,2025-11-19,01,bid_vs_ask_2025_11_19_01,"2025-11-19 10:19:34",AEL.N0000,390744,311990,20.1549,26.47,43,25,133416,66,66.1,"2026-01-04 01:43:55"
1248,2025-11-19,01,bid_vs_ask_2025_11_19_01,"2025-11-19 10:19:34",LWL.N0000,35352,28531,19.2945,53.33,46,14,10555,50,50.7,"2026-01-04 01:43:55"
1249,2025-11-19,01,bid_vs_ask_2025_11_19_01,"2025-11-19 10:19:34",LPL.X0000,205467,166128,19.1461,29.41,33,18,60000,10.6,11.1,"2026-01-04 01:43:55"
1250,2025-11-19,01,bid_vs_ask_2025_11_19_01,"2025-11-19 10:19:34",TRAN.N0000,30178,24573,18.5731,0,11,11,25000,54,60,"2026-01-04 01:43:55"
1251,2025-11-19,01,bid_vs_ask_2025_11_19_01,"2025-11-19 10:19:34",RPBH.N0000,27731,22599,18.5064,9.09,18,15,18501,66,67.6,"2026-01-04 01:43:55"
1252,2025-11-19,01,bid_vs_ask_2025_11_19_01,"2025-11-19 10:19:34",AHUN.N0000,69508,59381,14.5695,35.14,25,12,27350,115,117.75,"2026-01-04 01:43:55"
1253,2025-11-19,01,bid_vs_ask_2025_11_19_01,"2025-11-19 10:19:34",SINS.N0000,95414,81605,14.4727,42.22,32,13,57031,82,84.9,"2026-01-04 01:43:55"
1254,2025-11-19,01,bid_vs_ask_2025_11_19_01,"2025-11-19 10:19:34",JAT.N0000,912925,807096,11.5923,47.37,70,25,210453,49,49.3,"2026-01-04 01:43:55"
1255,2025-11-19,01,bid_vs_ask_2025_11_19_01,"2025-11-19 10:19:34",CHL.X0000,2906,2596,10.6676,0,12,12,1041,195,195,"2026-01-04 01:43:55"
1256,2025-11-19,01,bid_vs_ask_2025_11_19_01,"2025-11-19 10:19:34",COOP.N0000,5270561,4763705,9.6167,-1.51,98,101,3984691,4.6,4.7,"2026-01-04 01:43:55"
1257,2025-11-19,01,bid_vs_ask_2025_11_19_01,"2025-11-19 10:19:34",UCAR.N0000,767,697,9.1265,12,14,11,501,1300,1413.25,"2026-01-04 01:43:55"
1258,2025-11-19,01,bid_vs_ask_2025_11_19_01,"2025-11-19 10:19:34",GLAS.N0000,13255,12079,8.8721,-11.11,12,15,8332,57,57,"2026-01-04 01:43:55"
1259,2025-11-19,01,bid_vs_ask_2025_11_19_01,"2025-11-19 10:19:34",TILE.N0000,42004,39140,6.8184,62.03,64,15,10266,50,50.6,"2026-01-04 01:43:55"
1260,2025-11-19,01,bid_vs_ask_2025_11_19_01,"2025-11-19 10:19:34",MADU.N0000,125144,121981,2.5275,53.42,56,17,25501,11.3,11.7,"2026-01-04 01:43:55"
1261,2025-11-19,01,bid_vs_ask_2025_11_19_01,"2025-11-19 10:19:34",NTB.N0000,48555,47794,1.5673,11.63,24,19,32536,303,303.25,"2026-01-04 01:43:55"
1262,2025-11-19,02,bid_vs_ask_2025_11_19_02,"2025-11-19 10:32:22",PARQ.N0000,618573,83050,86.5739,50.94,40,13,90579,85,85.3,"2026-01-04 01:43:55"
1263,2025-11-19,02,bid_vs_ask_2025_11_19_02,"2025-11-19 10:32:22",HASU.N0000,77348,18415,76.192,-9.09,15,18,653,114,114,"2026-01-04 01:43:55"
1264,2025-11-19,02,bid_vs_ask_2025_11_19_02,"2025-11-19 10:32:22",TJL.N0000,399189,111142,72.1581,69.7,112,20,197273,37.5,37.9,"2026-01-04 01:43:55"
1265,2025-11-19,02,bid_vs_ask_2025_11_19_02,"2025-11-19 10:32:22",NTB.N0000,148555,47791,67.8294,13.64,25,19,32536,303,303.25,"2026-01-04 01:43:55"
1266,2025-11-19,02,bid_vs_ask_2025_11_19_02,"2025-11-19 10:32:22",DIAL.N0000,744710,244699,67.1417,50.43,88,29,700536,30,30.1,"2026-01-04 01:43:55"
1267,2025-11-19,02,bid_vs_ask_2025_11_19_02,"2025-11-19 10:32:22",PARA.N0000,1463,515,64.7984,17.24,17,12,1000,125,154,"2026-01-04 01:43:55"
1268,2025-11-19,02,bid_vs_ask_2025_11_19_02,"2025-11-19 10:32:22",MERC.N0000,670,244,63.5821,24.14,18,11,15,7800,8101,"2026-01-04 01:43:55"
1269,2025-11-19,02,bid_vs_ask_2025_11_19_02,"2025-11-19 10:32:22",NHL.N0000,558473,211333,62.1588,28.81,38,21,308522,10,10.7,"2026-01-04 01:43:55"
1270,2025-11-19,02,bid_vs_ask_2025_11_19_02,"2025-11-19 10:32:22",CWM.N0000,27929,13052,53.2672,-18.92,15,22,10000,127,131,"2026-01-04 01:43:55"
1271,2025-11-19,02,bid_vs_ask_2025_11_19_02,"2025-11-19 10:32:22",FCT.N0000,476999,229174,51.955,59.32,94,24,90868,30.8,31.1,"2026-01-04 01:43:55"
1272,2025-11-19,02,bid_vs_ask_2025_11_19_02,"2025-11-19 10:32:22",LOLC.N0000,63208,31866,49.5855,54.55,51,15,31028,545,550.5,"2026-01-04 01:43:55"
1273,2025-11-19,02,bid_vs_ask_2025_11_19_02,"2025-11-19 10:32:22",HBS.N0000,2036580,1029741,49.4377,29.9,63,34,375278,16.5,17,"2026-01-04 01:43:55"
1274,2025-11-19,02,bid_vs_ask_2025_11_19_02,"2025-11-19 10:32:22",CPRT.N0000,426,216,49.2958,20,12,8,145,533,542,"2026-01-04 01:43:55"
1275,2025-11-19,02,bid_vs_ask_2025_11_19_02,"2025-11-19 10:32:22",AFSL.N0000,66043,40233,39.0806,13.04,13,10,35050,71,78,"2026-01-04 01:43:55"
1276,2025-11-19,02,bid_vs_ask_2025_11_19_02,"2025-11-19 10:32:22",SAMP.N0000,485818,296630,38.9422,86.74,352,25,214621,146,146.25,"2026-01-04 01:43:55"
1277,2025-11-19,02,bid_vs_ask_2025_11_19_02,"2025-11-19 10:32:22",AGST.X0000,68444,42564,37.8119,15.79,22,16,50900,11,12.1,"2026-01-04 01:43:55"
1278,2025-11-19,02,bid_vs_ask_2025_11_19_02,"2025-11-19 10:32:22",KAHA.N0000,47400,30258,36.1646,35.14,25,12,25000,21.1,22.3,"2026-01-04 01:43:55"
1279,2025-11-19,02,bid_vs_ask_2025_11_19_02,"2025-11-19 10:32:22",HARI.N0000,163,106,34.9693,0,13,13,20,6096.5,6760,"2026-01-04 01:43:55"
1280,2025-11-19,02,bid_vs_ask_2025_11_19_02,"2025-11-19 10:32:22",JFP.N0000,13807517,9114205,33.991,-43.02,400,1004,466174,14.5,15.4,"2026-01-04 01:43:55"
1281,2025-11-19,02,bid_vs_ask_2025_11_19_02,"2025-11-19 10:32:22",EML.N0000,949450,631769,33.4595,-4.76,50,55,500000,4.3,4.8,"2026-01-04 01:43:55"
1282,2025-11-19,02,bid_vs_ask_2025_11_19_02,"2025-11-19 10:32:22",HPL.N0000,68149,46581,31.6483,48.39,46,16,22741,28,29,"2026-01-04 01:43:55"
1283,2025-11-19,02,bid_vs_ask_2025_11_19_02,"2025-11-19 10:32:22",ASPH.N0000,136099476,99234328,27.0869,0,400,400,124781169,0.4,0.4,"2026-01-04 01:43:55"
1284,2025-11-19,02,bid_vs_ask_2025_11_19_02,"2025-11-19 10:32:22",VFIN.N0000,78244,58601,25.1048,52.54,45,14,15200,109.25,109.75,"2026-01-04 01:43:55"
1285,2025-11-19,02,bid_vs_ask_2025_11_19_02,"2025-11-19 10:32:22",AMF.N0000,464930,352435,24.1961,-20,16,24,14074,73,74,"2026-01-04 01:43:55"
1286,2025-11-19,02,bid_vs_ask_2025_11_19_02,"2025-11-19 10:32:22",COMD.N0000,8581,6574,23.3889,-8.33,11,13,500,260.25,274,"2026-01-04 01:43:55"
1287,2025-11-19,02,bid_vs_ask_2025_11_19_02,"2025-11-19 10:32:22",HHL.N0000,1095643,861341,21.3849,51.82,104,33,439752,35,35.3,"2026-01-04 01:43:55"
1288,2025-11-19,02,bid_vs_ask_2025_11_19_02,"2025-11-19 10:32:22",JAT.N0000,1014678,806396,20.5269,53.85,80,24,213538,49,49.3,"2026-01-04 01:43:55"
1289,2025-11-19,02,bid_vs_ask_2025_11_19_02,"2025-11-19 10:32:22",LWL.N0000,35352,28531,19.2945,54.84,48,14,13555,50,50.8,"2026-01-04 01:43:55"
1290,2025-11-19,02,bid_vs_ask_2025_11_19_02,"2025-11-19 10:32:22",LPL.X0000,205467,166128,19.1461,29.41,33,18,60000,10.6,11.1,"2026-01-04 01:43:55"
1291,2025-11-19,02,bid_vs_ask_2025_11_19_02,"2025-11-19 10:32:22",TRAN.N0000,30178,24573,18.5731,0,11,11,25000,54,60,"2026-01-04 01:43:55"
1292,2025-11-19,02,bid_vs_ask_2025_11_19_02,"2025-11-19 10:32:22",ASHO.N0000,1730,1410,18.4971,14.29,16,12,140,3750,3751,"2026-01-04 01:43:55"
1293,2025-11-19,02,bid_vs_ask_2025_11_19_02,"2025-11-19 10:32:22",AEL.N0000,403351,329546,18.298,22.22,44,28,141916,66,66.1,"2026-01-04 01:43:55"
1294,2025-11-19,02,bid_vs_ask_2025_11_19_02,"2025-11-19 10:32:22",KVAL.N0000,59266,48930,17.44,48.94,35,12,26371,93,94.5,"2026-01-04 01:43:55"
1295,2025-11-19,02,bid_vs_ask_2025_11_19_02,"2025-11-19 10:32:22",OSEA.N0000,471945,391001,17.1512,34.21,51,25,56458,39,39.5,"2026-01-04 01:43:55"
1296,2025-11-19,02,bid_vs_ask_2025_11_19_02,"2025-11-19 10:32:22",CTBL.N0000,448339,381368,14.9376,-3.51,55,59,129105,9,9.4,"2026-01-04 01:43:55"
1297,2025-11-19,02,bid_vs_ask_2025_11_19_02,"2025-11-19 10:32:22",PABC.N0000,318207,283326,10.9617,29.41,44,24,7824,61.7,62,"2026-01-04 01:43:55"
1298,2025-11-19,02,bid_vs_ask_2025_11_19_02,"2025-11-19 10:32:22",COOP.N0000,5373791,4814355,10.4105,0,103,103,4074691,4.6,4.7,"2026-01-04 01:43:55"
1299,2025-11-19,02,bid_vs_ask_2025_11_19_02,"2025-11-19 10:32:22",UCAR.N0000,767,697,9.1265,7.69,14,12,501,1300,1413.25,"2026-01-04 01:43:55"
1300,2025-11-19,02,bid_vs_ask_2025_11_19_02,"2025-11-19 10:32:22",GLAS.N0000,13255,12079,8.8721,-7.14,13,15,8242,57,57,"2026-01-04 01:43:55"
1301,2025-11-19,02,bid_vs_ask_2025_11_19_02,"2025-11-19 10:32:22",MADU.N0000,133644,121813,8.8526,57.5,63,17,37164,11.6,11.7,"2026-01-04 01:43:55"
1302,2025-11-19,02,bid_vs_ask_2025_11_19_02,"2025-11-19 10:32:22",ACL.N0000,46541,42529,8.6204,-22.73,17,27,12500,222.25,222.25,"2026-01-04 01:43:55"
1303,2025-11-19,02,bid_vs_ask_2025_11_19_02,"2025-11-19 10:32:22",TILE.N0000,42480,39140,7.8625,63.41,67,15,10341,50,50.6,"2026-01-04 01:43:55"
1304,2025-11-19,02,bid_vs_ask_2025_11_19_02,"2025-11-19 10:32:22",ASIR.N0000,89473,83017,7.2156,21.74,28,18,21441,30,31.3,"2026-01-04 01:43:55"
1305,2025-11-19,02,bid_vs_ask_2025_11_19_02,"2025-11-19 10:32:22",AHUN.N0000,69546,66121,4.9248,38.1,29,13,30000,113,117.25,"2026-01-04 01:43:55"
1306,2025-11-19,02,bid_vs_ask_2025_11_19_02,"2025-11-19 10:32:22",COCO.N0000,167644,160886,4.0312,-18.92,15,22,100100,36,36.7,"2026-01-04 01:43:55"
